#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  89
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  89
#! SET periodic_psi true
   -3.141592654   -3.141592654  -39.286454190    8.973548387   -3.331478680
   -3.070995066   -3.141592654  -42.183404916    7.370072209   -3.118837193
   -3.000397478   -3.141592654  -44.464259733    5.547769700   -2.894312242
   -2.929799890   -3.141592654  -46.129287716    3.959615848   -2.705402569
   -2.859202303   -3.141592654  -47.332302883    2.961994357   -2.592854921
   -2.788604715   -3.141592654  -48.286911912    2.516670980   -2.581200514
   -2.718007127   -3.141592654  -49.125438717    2.225511667   -2.672191224
   -2.647409540   -3.141592654  -49.823906342    1.666192636   -2.844428710
   -2.576811952   -3.141592654  -50.252241585    0.713443632   -3.052935927
   -2.506214364   -3.141592654  -50.296319806   -0.471473623   -3.232825931
   -2.435616776   -3.141592654  -49.925894944   -1.582100384   -3.316927849
   -2.365019189   -3.141592654  -49.209388899   -2.410384806   -3.266859427
   -2.294421601   -3.141592654  -48.266083587   -2.852982444   -3.107039894
   -2.223824013   -3.141592654  -47.236016403   -2.910378542   -2.931945769
   -2.153226425   -3.141592654  -46.242390508   -2.649255892   -2.865334774
   -2.082628838   -3.141592654  -45.375832817   -2.231772918   -3.001422340
   -2.012031250   -3.141592654  -44.660089049   -1.835223433   -3.361929190
   -1.941433662   -3.141592654  -44.061941574   -1.568592120   -3.877152582
   -1.870836075   -3.141592654  -43.528477847   -1.450840624   -4.415086474
   -1.800238487   -3.141592654  -43.020419601   -1.413482112   -4.832472244
   -1.729640899   -3.141592654  -42.522921542   -1.385963367   -5.031769962
   -1.659043311   -3.141592654  -42.032211872   -1.386834168   -5.004093130
   -1.588445724   -3.141592654  -41.523703600   -1.504005423   -4.840430023
   -1.517848136   -3.141592654  -40.939649045   -1.815938911   -4.690545668
   -1.447250548   -3.141592654  -40.206406758   -2.353361646   -4.697255225
   -1.376652961   -3.141592654  -39.248027409   -3.092853378   -4.942033848
   -1.306055373   -3.141592654  -37.996479427   -4.006282085   -5.435954993
   -1.235457785   -3.141592654  -36.393063805   -5.083549432   -6.150251414
   -1.164860197   -3.141592654  -34.383833932   -6.303600260   -7.033262882
   -1.094262610   -3.141592654  -31.922795907   -7.634604527   -8.003506245
   -1.023665022   -3.141592654  -28.978321481   -9.036643665   -8.910624126
   -0.953067434   -3.141592654  -25.541761468  -10.381705815   -9.537253928
   -0.882469847   -3.141592654  -21.675140648  -11.437232441   -9.664506987
   -0.811872259   -3.141592654  -17.538356075  -11.849437949   -9.165964808
   -0.741274671   -3.141592654  -13.408825473  -11.368525300   -8.080075308
   -0.670677083   -3.141592654   -9.612448178   -9.988383602   -6.597714193
   -0.600079496   -3.141592654   -6.424872006   -7.988384113   -4.984718218
   -0.529481908   -3.141592654   -3.989831106   -5.805283826   -3.486040517
   -0.458884320   -3.141592654   -2.296083713   -3.828872730   -2.260198239
   -0.388286732   -3.141592654   -1.225761903   -2.305776079   -1.358808676
   -0.317689145   -3.141592654   -0.606035127   -1.266373322   -0.757844583
   -0.247091557   -3.141592654   -0.278169070   -0.638313498   -0.391648311
   -0.176493969   -3.141592654   -0.118341385   -0.293958924   -0.186841785
   -0.105896382   -3.141592654   -0.046959387   -0.120054835   -0.080650237
   -0.035298794   -3.141592654   -0.020110504   -0.032722866   -0.026573449
    0.035298794   -3.141592654   -0.018364479    0.026949242    0.007001879
    0.105896382   -3.141592654   -0.040939493    0.110908558    0.047131369
    0.176493969   -3.141592654   -0.107774326    0.287508542    0.122424839
    0.247091557   -3.141592654   -0.266409706    0.649440237    0.272501857
    0.317689145   -3.141592654   -0.602742247    1.315922562    0.546058250
    0.388286732   -3.141592654   -1.245890363    2.400436433    0.993102014
    0.458884320   -3.141592654   -2.350877454    3.927361095    1.637672235
    0.529481908   -3.141592654   -4.055532403    5.757664379    2.444910525
    0.600079496   -3.141592654   -6.413387156    7.558307561    3.298480124
    0.670677083   -3.141592654   -9.335921608    8.882401402    4.016523520
    0.741274671   -3.141592654  -12.581640127    9.339841406    4.415094439
    0.811872259   -3.141592654  -15.806135934    8.756497026    4.392606091
    0.882469847   -3.141592654  -18.651268024    7.226008341    3.979840127
    0.953067434   -3.141592654  -20.830186405    5.040629745    3.316858173
    1.023665022   -3.141592654  -22.176044456    2.566548358    2.575285342
    1.094262610   -3.141592654  -22.646749899    0.127625223    1.886893149
    1.164860197   -3.141592654  -22.294568985   -2.074999798    1.324883043
    1.235457785   -3.141592654  -21.216341954   -3.987809907    0.927173175
    1.306055373   -3.141592654  -19.508932965   -5.647278954    0.714992774
    1.376652961   -3.141592654  -17.258433523   -7.055242660    0.681088686
    1.447250548   -3.141592654  -14.572387276   -8.081555045    0.769588698
    1.517848136   -3.141592654  -11.625182255   -8.493192450    0.883482813
    1.588445724   -3.141592654   -8.668455871   -8.112045210    0.928303943
    1.659043311   -3.141592654   -5.983179079   -6.982052324    0.860160209
    1.729640899   -3.141592654   -3.791651165   -5.383122288    0.696462255
    1.800238487   -3.141592654   -2.190154646   -3.693914918    0.494068958
    1.870836075   -3.141592654   -1.149319941   -2.250224544    0.305791276
    1.941433662   -3.141592654   -0.550784097   -1.198805994    0.166528627
    2.012031250   -3.141592654   -0.256632794   -0.509562988    0.074381227
    2.082628838   -3.141592654   -0.162760767   -0.040709857    0.014830456
    2.153226425   -3.141592654   -0.221808625    0.392427963   -0.038433534
    2.223824013   -3.141592654   -0.454864230    0.972472637   -0.114577117
    2.294421601   -3.141592654   -0.943295502    1.861683101   -0.243132739
    2.365019189   -3.141592654   -1.816001812    3.154622265   -0.451253134
    2.435616776   -3.141592654   -3.219958142    4.858331618   -0.756396908
    2.506214364   -3.141592654   -5.282582105    6.851628623   -1.157474755
    2.576811952   -3.141592654   -8.062960027    8.876049300   -1.630191678
    2.647409540   -3.141592654  -11.514738242   10.601574697   -2.131781461
    2.718007127   -3.141592654  -15.479346692   11.742759008   -2.611097004
    2.788604715   -3.141592654  -19.723936734   12.186629914   -3.021161376
    2.859202303   -3.141592654  -24.015482926   12.045718616   -3.326069460
    2.929799890   -3.141592654  -28.191147777   11.571586239   -3.505049499
    3.000397478   -3.141592654  -32.169663837   10.945281743   -3.555318872
    3.070995066   -3.141592654  -35.899331232   10.138464089   -3.488847968

   -3.141592654   -3.070995066  -37.980233099    9.237153637   -3.991548371
   -3.070995066   -3.070995066  -40.974642906    7.652299701   -3.668503227
   -3.000397478   -3.070995066  -43.352585389    5.807849017   -3.362124424
   -2.929799890   -3.070995066  -45.098531184    4.150033380   -3.109576981
   -2.859202303   -3.070995066  -46.349529852    3.036585248   -2.960003386
   -2.788604715   -3.070995066  -47.305659786    2.448667079   -2.962578336
   -2.718007127   -3.070995066  -48.095943775    2.024869255   -3.135643876
   -2.647409540   -3.070995066  -48.707636760    1.387926402   -3.442527562
   -2.576811952   -3.070995066  -49.036676419    0.445752189   -3.788233844
   -2.506214364   -3.070995066  -49.002906685   -0.630651067   -4.051082526
   -2.435616776   -3.070995066  -48.606262046   -1.565717323   -4.129092587
   -2.365019189   -3.070995066  -47.927445264   -2.220814955   -3.988173452
   -2.294421601   -3.070995066  -47.069814671   -2.580140875   -3.687543418
   -2.223824013   -3.070995066  -46.129767115   -2.699651622   -3.371645263
   -2.153226425   -3.070995066  -45.178065442   -2.640684545   -3.207011825
   -2.082628838   -3.070995066  -44.267628805   -2.493470356   -3.310477215
   -2.012031250   -3.070995066  -43.415964306   -2.329236593   -3.698089430
   -1.941433662   -3.070995066  -42.619464206   -2.172089476   -4.278013221
   -1.870836075   -3.070995066  -41.876972790   -2.006001009   -4.896015529
   -1.800238487   -3.070995066  -41.202168440   -1.786692444   -5.400447538
   -1.729640899   -3.070995066  -40.614877733   -1.519853472   -5.694945539
   -1.659043311   -3.070995066  -40.114190443   -1.325737173   -5.772456020
   -1.588445724   -3.070995066  -39.644096946   -1.374700252   -5.718686691
   -1.517848136   -3.070995066  -39.094987714   -1.773133200   -5.675315590
   -1.447250548   -3.070995066  -38.343672681   -2.512042501   -5.777688231
   -1.376652961   -3.070995066  -37.286846290   -3.491079824   -6.097237413
   -1.306055373   -3.070995066  -35.855724380   -4.619367861   -6.625509266
   -1.235457785   -3.070995066  -34.005864656   -5.856312895   -7.308590203
   -1.164860197   -3.070995066  -31.705372234   -7.168665711   -8.071192593
   -1.094262610   -3.070995066  -28.938231806   -8.481184533   -8.823787910
   -1.023665022   -3.070995066  -25.723362816   -9.687306913   -9.432353862
   -0.953067434   -3.070995066  -22.123622074  -10.621726506   -9.714972865
   -0.882469847   -3.070995066  -18.271337807  -11.097803399   -9.499795190
   -0.811872259   -3.070995066  -14.363696737  -10.902097427   -8.707392842
   -0.741274671   -3.070995066  -10.657877068   -9.951794359   -7.413948810
   -0.670677083   -3.070995066   -7.407722667   -8.355974002   -5.831387302
   -0.600079496   -3.070995066   -4.793894646   -6.410061790   -4.223956014
   -0.529481908   -3.070995066   -2.876304973   -4.477103609   -2.814825613
   -0.458884320   -3.070995066   -1.593405468   -2.834345366   -1.727295500
