       17.1107610101       -0.5943482632       -0.0000566517
       17.1107610101       -0.4027466610       -0.0004103428
       17.1107610101       -0.2111450588       -0.0019817372
       17.1107610101       -0.0195434566       -0.0063889069
       17.1107610101        0.1720581456       -0.0137740971
       17.1107610101        0.3636597478       -0.0199133594
       17.1107610101        0.5552613500       -0.0193950487
       17.1107610101        0.7468629522       -0.0128641520
       17.1107610101        0.9384645544       -0.0060468648
       17.1107610101        1.1300661566       -0.0024129881
       17.1107610101        1.3216677588       -0.0013509010
       17.1107610101        1.5132693610       -0.0013395814
       17.1107610101        1.7048709632       -0.0017012805
       17.1107610101        1.8964725654       -0.0021063787
       17.1107610101        2.0880741676       -0.0021073312
       17.1107610101        2.2796757698       -0.0015758234
       17.1107610101        2.4712773720       -0.0008862132
       17.1107610101        2.6628789742       -0.0003937805
       17.1107610101        2.8544805764       -0.0001467721
       17.1107610101        3.0460821786       -0.0000493282
       17.1107610101        3.2376837807       -0.0000169063
       17.1107610101        3.4292853829       -0.0000063121
       17.1107610101        3.6208869851       -0.0000022897
       17.1107610101        3.8124885873        0.0000000000
       17.1107610101        4.0040901895        0.0000000000
       17.1107610101        4.1956917917        0.0000000000
       17.1107610101        4.3872933939        0.0000000000
       17.1107610101        4.5788949961        0.0000000000
       17.1107610101        4.7704965983        0.0000000000
       17.1107610101        4.9620982005        0.0000000000
       17.1107610101        5.1536998027        0.0000000000
       17.1107610101        5.3453014049        0.0000000000
       17.1107610101        5.5369030071        0.0000000000
       17.1107610101        5.7285046093        0.0000000000
       17.1107610101        5.9201062115        0.0000000000
       17.1107610101        6.1117078137        0.0000000000
       17.1107610101        6.3033094159        0.0000000000
       17.1107610101        6.4949110181        0.0000000000
       17.1107610101        6.6865126203        0.0000000000
       17.1107610101        6.8781142225        0.0000000000
       17.1107610101        7.0697158247        0.0000000000
       17.1107610101        7.2613174269        0.0000000000
       17.1107610101        7.4529190291        0.0000000000
       17.1107610101        7.6445206313        0.0000000000
       17.1107610101        7.8361222334        0.0000000000
       17.1107610101        8.0277238356        0.0000000000
